,0,n,e,r,s
rli,0.0,0.0,0.0,0.0,1.0
pul,0.0,0.9230769230769231,0.0,0.0,0.07692307692307693
val,0.02,0.04,0.03,0.0,0.91
ray,0.2,0.0,0.0,0.0,0.8
sod,0.0,1.0,0.0,0.0,0.0
seh,0.0,0.9516129032258065,0.0,0.04838709677419355,0.0
iba,0.875,0.125,0.0,0.0,0.0
gal,0.02654867256637168,0.5309734513274337,0.4336283185840708,0.0,0.008849557522123894
ehe,0.024242424242424242,0.9757575757575757,0.0,0.0,0.0
ühe,0.22807017543859648,0.7719298245614035,0.0,0.0,0.0
pte,0.24444444444444444,0.7333333333333333,0.0,0.0,0.022222222222222223
üke,0.0,1.0,0.0,0.0,0.0
lid,0.0,0.6071428571428571,0.05357142857142857,0.3392857142857143,0.0
api,0.0,0.06779661016949153,0.0,0.0,0.9322033898305084
uhr,0.0,1.0,0.0,0.0,0.0
cah,1.0,0.0,0.0,0.0,0.0
www,1.0,0.0,0.0,0.0,0.0
iiz,1.0,0.0,0.0,0.0,0.0
zze,0.12903225806451613,0.8279569892473119,0.0,0.0,0.043010752688172046
bet,0.029850746268656716,0.04477611940298507,0.19402985074626866,0.0,0.7313432835820896
ßer,0.6984126984126984,0.23809523809523808,0.06349206349206349,0.0,0.0
elf,0.25,0.5,0.0,0.25,0.0
cli,0.0,0.0,0.0,0.0,1.0
ris,0.5081967213114754,0.0,0.4918032786885246,0.0,0.0
haf,0.015873015873015872,0.4603174603174603,0.5238095238095238,0.0,0.0
mms,0.75,0.25,0.0,0.0,0.0
sei,0.8709677419354839,0.12903225806451613,0.0,0.0,0.0
fre,0.0,1.0,0.0,0.0,0.0
xit,0.25,0.0,0.25,0.0,0.5
izz,0.0,0.9333333333333333,0.0,0.0,0.06666666666666667
nzt,0.0,0.5,0.5,0.0,0.0
led,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0
nur,1.0,0.0,0.0,0.0,0.0
zhe,0.0,1.0,0.0,0.0,0.0
tot,0.0,0.7666666666666667,0.2,0.0,0.03333333333333333
bbe,0.0,1.0,0.0,0.0,0.0
pos,0.8260869565217391,0.043478260869565216,0.08695652173913043,0.0,0.043478260869565216
ebt,0.0,0.7142857142857143,0.03571428571428571,0.03571428571428571,0.21428571428571427
phu,0.0,0.0,0.0,0.0,1.0
-ii,1.0,0.0,0.0,0.0,0.0
va,0.5,0.5,0.0,0.0,0.0
tär,0.25925925925925924,0.18518518518518517,0.4074074074074074,0.0,0.14814814814814814
edo,0.5714285714285714,0.0,0.0,0.0,0.42857142857142855
yie,1.0,0.0,0.0,0.0,0.0
ple,0.6176470588235294,0.058823529411764705,0.0,0.0,0.3235294117647059
äss,0.0,0.8409090909090909,0.1590909090909091,0.0,0.0
irg,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.0,0.0
tim,0.02857142857142857,0.0,0.9428571428571428,0.0,0.02857142857142857
uce,0.6530612244897959,0.3469387755102041,0.0,0.0,0.0
tüt,0.0,0.9807692307692307,0.019230769230769232,0.0,0.0
tep,0.0,0.0,0.0,0.0,1.0
aif,0.0,0.0,1.0,0.0,0.0
ähl,0.0,0.12158808933002481,0.8784119106699751,0.0,0.0
ify,1.0,0.0,0.0,0.0,0.0
ual,0.043478260869565216,0.2826086956521739,0.4782608695652174,0.0,0.1956521739130435
fug,0.0,0.03076923076923077,0.9692307692307692,0.0,0.0
ürd,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0
fia,1.0,0.0,0.0,0.0,0.0
ssd,0.4444444444444444,0.0,0.0,0.0,0.5555555555555556
arb,0.0,0.6037735849056604,0.39622641509433965,0.0,0.0
ssp,0.0,0.0,0.0,0.0,1.0
cls,1.0,0.0,0.0,0.0,0.0
act,0.9047619047619048,0.0,0.0,0.0,0.09523809523809523
wom,0.0,1.0,0.0,0.0,0.0
dom,0.0,0.18181818181818182,0.7575757575757576,0.0,0.06060606060606061
eno,0.6363636363636364,0.0,0.0,0.0,0.36363636363636365
zte,0.9411764705882353,0.058823529411764705,0.0,0.0,0.0
uie,0.0,1.0,0.0,0.0,0.0
dus,0.9791666666666666,0.020833333333333332,0.0,0.0,0.0
ffa,0.0,1.0,0.0,0.0,0.0
ühn,0.0,0.896551724137931,0.06896551724137931,0.034482758620689655,0.0
sur,0.0,0.8703703703703703,0.12962962962962962,0.0,0.0
ire,0.51,0.27,0.0,0.01,0.21
dj,0.0,0.0,0.0,0.0,1.0
mes,0.6904761904761905,0.0,0.30952380952380953,0.0,0.0
dol,0.0,0.0,1.0,0.0,0.0
rtn,0.0,0.5882352941176471,0.0,0.4117647058823529,0.0
meß,0.0,0.0,1.0,0.0,0.0
äße,0.2916666666666667,0.7083333333333334,0.0,0.0,0.0
hur,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
bik,0.045454545454545456,0.1590909090909091,0.0,0.0,0.7954545454545454
nan,0.1,0.7,0.1,0.0,0.1
jrg,0.0,1.0,0.0,0.0,0.0
äon,0.0,1.0,0.0,0.0,0.0
ror,0.06666666666666667,0.8666666666666667,0.0,0.0,0.06666666666666667
mic,0.07142857142857142,0.0,0.0,0.0,0.9285714285714286
fix,0.2857142857142857,0.0,0.42857142857142855,0.0,0.2857142857142857
mmi,0.08,0.0,0.0,0.0,0.92
äur,0.0,0.26262626262626265,0.7373737373737373,0.0,0.0
dse,0.0,1.0,0.0,0.0,0.0
gni,0.0,1.0,0.0,0.0,0.0
fds,1.0,0.0,0.0,0.0,0.0
ics,1.0,0.0,0.0,0.0,0.0
knn,0.0,1.0,0.0,0.0,0.0
bah,0.0,1.0,0.0,0.0,0.0
hsi,0.0,1.0,0.0,0.0,0.0
tys,1.0,0.0,0.0,0.0,0.0
vdi,1.0,0.0,0.0,0.0,0.0
buß,0.0,0.7608695652173914,0.2391304347826087,0.0,0.0
emi,0.06666666666666667,0.26666666666666666,0.0,0.0,0.6666666666666666
hel,0.024390243902439025,0.9658536585365853,0.004878048780487805,0.004878048780487805,0.0
fad,0.0,0.44,0.544,0.0,0.016
hak,0.043478260869565216,0.782608695652174,0.0,0.0,0.17391304347826086
any,1.0,0.0,0.0,0.0,0.0
ori,0.017241379310344827,0.9827586206896551,0.0,0.0,0.0
müd,0.0,0.0,0.0,1.0,0.0
sto,0.43478260869565216,0.34782608695652173,0.0,0.0,0.21739130434782608
rts,0.9714285714285714,0.0,0.0,0.0,0.02857142857142857
p2x,1.0,0.0,0.0,0.0,0.0
chs,0.25882352941176473,0.09411764705882353,0.6470588235294118,0.0,0.0
aak,0.8888888888888888,0.0,0.0,0.0,0.1111111111111111
tra,0.11428571428571428,0.0,0.0,0.0,0.8857142857142857
-pc,0.0,0.0,0.0,0.0,1.0
kse,0.36666666666666664,0.6333333333333333,0.0,0.0,0.0
tri,0.0,1.0,0.0,0.0,0.0
äus,0.0,0.8076923076923077,0.07692307692307693,0.11538461538461539,0.0
obi,0.0,0.75,0.25,0.0,0.0
neg,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0
olf,0.5,0.07142857142857142,0.14285714285714285,0.0,0.2857142857142857
uat,0.0,0.14285714285714285,0.5714285714285714,0.0,0.2857142857142857
nus,0.5416666666666666,0.0,0.4583333333333333,0.0,0.0
leb,0.0,0.6086956521739131,0.391304347826087,0.0,0.0
ämm,0.0,0.15625,0.84375,0.0,0.0
ewe,0.10526315789473684,0.8947368421052632,0.0,0.0,0.0
ana,0.1111111111111111,0.1111111111111111,0.0,0.0,0.7777777777777778
orn,0.08771929824561403,0.2807017543859649,0.10526315789473684,0.3684210526315789,0.15789473684210525
mch,0.0,1.0,0.0,0.0,0.0
bhs,1.0,0.0,0.0,0.0,0.0
cel,0.7,0.3,0.0,0.0,0.0
fün,0.0,1.0,0.0,0.0,0.0
cix,1.0,0.0,0.0,0.0,0.0
sco,1.0,0.0,0.0,0.0,0.0
sm1,1.0,0.0,0.0,0.0,0.0
edi,0.3191489361702128,0.6808510638297872,0.0,0.0,0.0
sig,0.1,0.825,0.075,0.0,0.0
xid,0.44,0.0,0.56,0.0,0.0
zyt,0.0,1.0,0.0,0.0,0.0
qbi,1.0,0.0,0.0,0.0,0.0
sha,0.8333333333333334,0.0,0.0,0.0,0.16666666666666666
orb,0.0,0.05555555555555555,0.9444444444444444,0.0,0.0
nsa,0.9473684210526315,0.05263157894736842,0.0,0.0,0.0
sta,0.8478260869565217,0.043478260869565216,0.0,0.0,0.10869565217391304
diz,0.0,0.140625,0.0,0.0,0.859375
örg,0.0,1.0,0.0,0.0,0.0
aqt,1.0,0.0,0.0,0.0,0.0
cop,0.0,0.0,0.0,0.0,1.0
rza,1.0,0.0,0.0,0.0,0.0
yed,0.0,1.0,0.0,0.0,0.0
upe,0.12,0.88,0.0,0.0,0.0
lic,0.8888888888888888,0.0,0.0,0.0,0.1111111111111111
hat,0.17419354838709677,0.012903225806451613,0.0,0.0,0.8129032258064516
olv,0.0,0.8,0.2,0.0,0.0
riv,0.0,0.3333333333333333,0.5,0.0,0.16666666666666666
läß,0.0,0.0,1.0,0.0,0.0
uff,0.14285714285714285,0.19047619047619047,0.23809523809523808,0.0,0.42857142857142855
aur,0.0,0.7777777777777778,0.2222222222222222,0.0,0.0
ozi,0.0,0.0,0.0,0.0,1.0
sic,0.0,0.0,0.0,0.0,1.0
häd,0.0,1.0,0.0,0.0,0.0
ikl,1.0,0.0,0.0,0.0,0.0
itf,1.0,0.0,0.0,0.0,0.0
yna,0.8333333333333334,0.0,0.0,0.0,0.16666666666666666
aud,0.09090909090909091,0.36363636363636365,0.0,0.45454545454545453,0.09090909090909091
heh,0.0,1.0,0.0,0.0,0.0
ria,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
zeh,0.0,0.9433962264150944,0.05660377358490566,0.0,0.0
xis,0.2571428571428571,0.7428571428571429,0.0,0.0,0.0
rck,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0
ieu,0.0,0.0,0.0,0.0,1.0
lur,0.23809523809523808,0.2857142857142857,0.47619047619047616,0.0,0.0
öle,0.5,0.5,0.0,0.0,0.0
det,0.045454545454545456,0.5454545454545454,0.4090909090909091,0.0,0.0
fäß,0.0,0.10869565217391304,0.8913043478260869,0.0,0.0
gnu,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
std,1.0,0.0,0.0,0.0,0.0
has,0.024390243902439025,0.9512195121951219,0.024390243902439025,0.0,0.0
äul,0.0,1.0,0.0,0.0,0.0
caf,0.04918032786885246,0.0,0.0,0.0,0.9508196721311475
000,1.0,0.0,0.0,0.0,0.0
sas,0.7777777777777778,0.0,0.2222222222222222,0.0,0.0
oup,0.9230769230769231,0.0,0.0,0.0,0.07692307692307693
aka,1.0,0.0,0.0,0.0,0.0
ors,0.6428571428571429,0.14285714285714285,0.21428571428571427,0.0,0.0
hag,0.038461538461538464,0.9230769230769231,0.038461538461538464,0.0,0.0
tto,0.25,0.0,0.0,0.0,0.75
jig,0.0,1.0,0.0,0.0,0.0
18i,1.0,0.0,0.0,0.0,0.0
gio,0.0,0.25,0.0,0.0,0.75
dch,0.0,1.0,0.0,0.0,0.0
-eu,1.0,0.0,0.0,0.0,0.0
-id,0.9714285714285714,0.0,0.0,0.0,0.02857142857142857
ehn,0.0392156862745098,0.9019607843137255,0.058823529411764705,0.0,0.0
imi,0.18181818181818182,0.0,0.0,0.0,0.8181818181818182
bon,0.0,0.0,0.0,0.0,1.0
lil,0.5,0.0,0.5,0.0,0.0
gla,0.08333333333333333,0.0,0.0,0.0,0.9166666666666666
bes,0.625,0.375,0.0,0.0,0.0
güt,0.0,0.15,0.35,0.5,0.0
hst,0.0,0.8529411764705882,0.14705882352941177,0.0,0.0
cur,0.018867924528301886,0.0,0.9811320754716981,0.0,0.0
hüß,0.0,0.0,1.0,0.0,0.0
cil,0.5,0.0,0.0,0.0,0.5
ffn,0.0,1.0,0.0,0.0,0.0
nür,0.0,0.8333333333333334,0.0,0.16666666666666666,0.0
oli,0.0,0.7083333333333334,0.0,0.0,0.2916666666666667
umi,0.25,0.0,0.0,0.0,0.75
aby,0.023809523809523808,0.0,0.0,0.0,0.9761904761904762
luz,0.0,1.0,0.0,0.0,0.0
ima,0.7948717948717948,0.1794871794871795,0.0,0.0,0.02564102564102564
ugt,0.0,0.9285714285714286,0.07142857142857142,0.0,0.0
ned,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0
eto,0.14285714285714285,0.0,0.0,0.0,0.8571428571428571
öss,0.0,0.8333333333333334,0.0,0.16666666666666666,0.0
äfe,0.0,1.0,0.0,0.0,0.0
wth,1.0,0.0,0.0,0.0,0.0
ymn,0.0,1.0,0.0,0.0,0.0
euß,0.0,1.0,0.0,0.0,0.0
lnd,0.0,0.125,0.375,0.5,0.0
cee,0.0,1.0,0.0,0.0,0.0
ua,1.0,0.0,0.0,0.0,0.0
bed,0.8333333333333334,0.0,0.0,0.0,0.16666666666666666
hls,0.0,0.0,1.0,0.0,0.0
iia,1.0,0.0,0.0,0.0,0.0
ng-,1.0,0.0,0.0,0.0,0.0
ump,0.06666666666666667,0.8,0.06666666666666667,0.0,0.06666666666666667
örn,0.0,0.4,0.0,0.13333333333333333,0.4666666666666667
rti,0.0,1.0,0.0,0.0,0.0
nic,0.6,0.0,0.0,0.0,0.4
oje,0.0,1.0,0.0,0.0,0.0
öse,0.22058823529411764,0.7794117647058824,0.0,0.0,0.0
uri,0.5,0.5,0.0,0.0,0.0
wus,0.0,0.0,1.0,0.0,0.0
bod,0.0,1.0,0.0,0.0,0.0
tng,1.0,0.0,0.0,0.0,0.0
iwi,0.0,0.0,0.0,0.0,1.0
sv2,1.0,0.0,0.0,0.0,0.0
iät,0.15555555555555556,0.8444444444444444,0.0,0.0,0.0
mig,0.0,1.0,0.0,0.0,0.0
gnt,1.0,0.0,0.0,0.0,0.0
ppi,1.0,0.0,0.0,0.0,0.0
tcp,1.0,0.0,0.0,0.0,0.0
ikt,0.003367003367003367,0.29292929292929293,0.7037037037037037,0.0,0.0
nga,0.5294117647058824,0.47058823529411764,0.0,0.0,0.0
söl,1.0,0.0,0.0,0.0,0.0
lia,0.09090909090909091,0.09090909090909091,0.0,0.0,0.8181818181818182
3ds,1.0,0.0,0.0,0.0,0.0
ndi,0.5882352941176471,0.3235294117647059,0.0,0.0,0.08823529411764706
uli,0.7058823529411765,0.17647058823529413,0.0,0.0,0.11764705882352941
zem,0.06666666666666667,0.3333333333333333,0.6,0.0,0.0
köl,1.0,0.0,0.0,0.0,0.0
läs,0.0,0.225,0.7,0.075,0.0
que,0.015384615384615385,0.9692307692307692,0.0,0.0,0.015384615384615385
cia,0.0,0.0,0.0,0.0,1.0
oke,0.0,0.991304347826087,0.0,0.0,0.008695652173913044
-cd,0.18181818181818182,0.0,0.0,0.0,0.8181818181818182
dur,0.05128205128205128,0.9230769230769231,0.0,0.0,0.02564102564102564
sht,1.0,0.0,0.0,0.0,0.0
edd,0.0,0.0,0.0,1.0,0.0
tns,1.0,0.0,0.0,0.0,0.0
päs,0.0,0.0,1.0,0.0,0.0
emo,0.3,0.7,0.0,0.0,0.0
spe,0.058823529411764705,0.9411764705882353,0.0,0.0,0.0
uel,0.6,0.0,0.0,0.0,0.4
obt,0.5,0.5,0.0,0.0,0.0
bum,0.0,0.9285714285714286,0.0,0.0,0.07142857142857142
oft,0.4,0.0,0.0,0.0,0.6
uar,0.017543859649122806,0.0,0.9649122807017544,0.0,0.017543859649122806
äht,0.0,0.6,0.4,0.0,0.0
mse,0.11224489795918367,0.8877551020408163,0.0,0.0,0.0
suß,0.0,0.0,1.0,0.0,0.0
wal,0.0,0.1566265060240964,0.8433734939759037,0.0,0.0
1dw,1.0,0.0,0.0,0.0,0.0
ary,0.8823529411764706,0.0,0.0,0.0,0.11764705882352941
aze,1.0,0.0,0.0,0.0,0.0
müt,0.0,0.0,0.0,1.0,0.0
nag,0.0,0.8846153846153846,0.038461538461538464,0.07692307692307693,0.0
tch,0.22435897435897437,0.22435897435897437,0.01282051282051282,0.0,0.5384615384615384
siv,0.0,0.16666666666666666,0.7333333333333333,0.1,0.0
hub,0.023255813953488372,0.09302325581395349,0.4186046511627907,0.0,0.46511627906976744
cos,1.0,0.0,0.0,0.0,0.0
mte,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
tus,0.7,0.3,0.0,0.0,0.0
omi,0.13559322033898305,0.01694915254237288,0.0,0.0,0.847457627118644
hul,0.0,1.0,0.0,0.0,0.0
rnd,0.0,0.3125,0.5,0.1875,0.0
ssi,0.15,0.65,0.0,0.0,0.2
vma,0.0,0.0,0.0,0.0,1.0
emm,0.0,0.6111111111111112,0.3888888888888889,0.0,0.0
eee,1.0,0.0,0.0,0.0,0.0
bra,0.0,0.48,0.0,0.0,0.52
öch,0.0,0.4074074074074074,0.48148148148148145,0.1111111111111111,0.0
huk,0.0,1.0,0.0,0.0,0.0
teg,0.14705882352941177,0.5588235294117647,0.29411764705882354,0.0,0.0
ijn,0.5,0.5,0.0,0.0,0.0
jag,0.0,1.0,0.0,0.0,0.0
üll,0.09090909090909091,0.7272727272727273,0.18181818181818182,0.0,0.0
vm2,1.0,0.0,0.0,0.0,0.0
enr,0.0,1.0,0.0,0.0,0.0
dco,1.0,0.0,0.0,0.0,0.0
bor,0.0,0.46987951807228917,0.024096385542168676,0.0,0.5060240963855421
dgs,1.0,0.0,0.0,0.0,0.0
vac,1.0,0.0,0.0,0.0,0.0
ndt,0.08333333333333333,0.75,0.16666666666666666,0.0,0.0
chu,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666
reg,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0
ic,0.0,0.0,0.0,0.0,1.0
-up,0.7857142857142857,0.0,0.0,0.0,0.21428571428571427
tek,0.5,0.5,0.0,0.0,0.0
upa,1.0,0.0,0.0,0.0,0.0
dh,1.0,0.0,0.0,0.0,0.0
iar,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333
hau,0.07692307692307693,0.46153846153846156,0.23076923076923078,0.0,0.23076923076923078
rty,1.0,0.0,0.0,0.0,0.0
zog,0.0,1.0,0.0,0.0,0.0
ity,1.0,0.0,0.0,0.0,0.0
lly,0.6428571428571429,0.0,0.21428571428571427,0.0,0.14285714285714285
igi,1.0,0.0,0.0,0.0,0.0
aro,0.5714285714285714,0.03571428571428571,0.0,0.0,0.39285714285714285
roz,0.0,1.0,0.0,0.0,0.0
-am,1.0,0.0,0.0,0.0,0.0
ihr,0.03125,0.390625,0.375,0.09375,0.109375
kro,0.03333333333333333,0.0,0.0,0.0,0.9666666666666667
ißt,0.5,0.0,0.5,0.0,0.0
äen,1.0,0.0,0.0,0.0,0.0
küh,0.0,0.9,0.1,0.0,0.0
ans,0.7407407407407407,0.018518518518518517,0.24074074074074073,0.0,0.0
eak,0.10909090909090909,0.09090909090909091,0.0,0.0,0.8
ful,1.0,0.0,0.0,0.0,0.0
ppt,0.0,0.5,0.5,0.0,0.0
yme,0.2631578947368421,0.7368421052631579,0.0,0.0,0.0
hog,0.0,1.0,0.0,0.0,0.0
had,0.0,0.42857142857142855,0.0,0.5714285714285714,0.0
4ex,0.0,0.0,1.0,0.0,0.0
täb,0.0,0.4117647058823529,0.5882352941176471,0.0,0.0
nzi,0.0,1.0,0.0,0.0,0.0
ghz,1.0,0.0,0.0,0.0,0.0
rgi,0.0,1.0,0.0,0.0,0.0
nil,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0
wix,1.0,0.0,0.0,0.0,0.0
nip,0.0,0.0,0.0,0.0,1.0
yin,0.16666666666666666,0.0,0.8333333333333334,0.0,0.0
jak,0.42857142857142855,0.0,0.0,0.0,0.5714285714285714
lse,0.3484848484848485,0.6515151515151515,0.0,0.0,0.0
nth,0.0,0.0,1.0,0.0,0.0
kwk,1.0,0.0,0.0,0.0,0.0
byt,0.0,0.0,0.0,0.0,1.0
lab,0.7419354838709677,0.0,0.0,0.0,0.25806451612903225
aqs,1.0,0.0,0.0,0.0,0.0
ügg,0.0,1.0,0.0,0.0,0.0
iom,0.0,0.2857142857142857,0.7142857142857143,0.0,0.0
nha,1.0,0.0,0.0,0.0,0.0
ecs,1.0,0.0,0.0,0.0,0.0
ake,0.07407407407407407,0.6296296296296297,0.0,0.0,0.2962962962962963
uds,1.0,0.0,0.0,0.0,0.0
osk,0.0,0.5,0.5,0.0,0.0
umn,0.08333333333333333,0.9166666666666666,0.0,0.0,0.0
rid,0.16666666666666666,0.3333333333333333,0.4166666666666667,0.041666666666666664,0.041666666666666664
reb,0.0,0.5384615384615384,0.46153846153846156,0.0,0.0
esk,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
eds,1.0,0.0,0.0,0.0,0.0
elr,0.0,1.0,0.0,0.0,0.0
öte,0.41025641025641024,0.5897435897435898,0.0,0.0,0.0
ixe,0.8636363636363636,0.045454545454545456,0.0,0.0,0.09090909090909091
ult,0.2,0.15,0.25,0.0,0.4
osh,1.0,0.0,0.0,0.0,0.0
ods,1.0,0.0,0.0,0.0,0.0
brs,0.0,1.0,0.0,0.0,0.0
pts,1.0,0.0,0.0,0.0,0.0
lea,0.0,0.0,0.0,0.0,1.0
ola,1.0,0.0,0.0,0.0,0.0
hic,1.0,0.0,0.0,0.0,0.0
odi,1.0,0.0,0.0,0.0,0.0
cut,0.0,0.0,0.0,0.0,1.0
iur,0.0,0.0,1.0,0.0,0.0
yra,0.5,0.0,0.0,0.0,0.5
ena,0.09090909090909091,0.9090909090909091,0.0,0.0,0.0
fak,0.0,0.0,0.0,0.0,1.0
kto,0.0,0.0,0.0,0.0,1.0
pdo,0.0,0.0,0.0,0.0,1.0
hüb,0.0,0.8,0.2,0.0,0.0
ny,1.0,0.0,0.0,0.0,0.0
dem,0.35714285714285715,0.10714285714285714,0.14285714285714285,0.0,0.39285714285714285
mmt,0.0,0.25,0.75,0.0,0.0
böd,0.0,1.0,0.0,0.0,0.0
dry,1.0,0.0,0.0,0.0,0.0
tse,0.15384615384615385,0.8461538461538461,0.0,0.0,0.0
grö,1.0,0.0,0.0,0.0,0.0
xie,0.29411764705882354,0.29411764705882354,0.0,0.0,0.4117647058823529
2ua,1.0,0.0,0.0,0.0,0.0
sal,0.01639344262295082,0.01639344262295082,0.9344262295081968,0.0,0.03278688524590164
-bh,0.0,0.0,0.0,0.0,1.0
ato,0.1111111111111111,0.2777777777777778,0.0,0.0,0.6111111111111112
pch,0.09090909090909091,0.9090909090909091,0.0,0.0,0.0
3cx,1.0,0.0,0.0,0.0,0.0
wee,0.0,0.9846153846153847,0.0,0.0,0.015384615384615385
rno,0.16666666666666666,0.0,0.0,0.0,0.8333333333333334
vdo,0.0,0.0,0.0,0.0,1.0
mah,1.0,0.0,0.0,0.0,0.0
von,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
rea,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666
lis,0.3783783783783784,0.0,0.6216216216216216,0.0,0.0
ßch,0.0,1.0,0.0,0.0,0.0
for,0.0,1.0,0.0,0.0,0.0
löd,1.0,0.0,0.0,0.0,0.0
leh,0.0,1.0,0.0,0.0,0.0
b-c,1.0,0.0,0.0,0.0,0.0
llt,0.041666666666666664,0.5,0.4375,0.020833333333333332,0.0
811,1.0,0.0,0.0,0.0,0.0
-hd,1.0,0.0,0.0,0.0,0.0
eel,0.04,0.28,0.34,0.0,0.34
scs,1.0,0.0,0.0,0.0,0.0
dec,0.19047619047619047,0.0,0.0,0.0,0.8095238095238095
vur,0.8,0.2,0.0,0.0,0.0
kon,0.30434782608695654,0.5,0.043478260869565216,0.0,0.15217391304347827
ebs,0.0,0.0,1.0,0.0,0.0
tta,1.0,0.0,0.0,0.0,0.0
gea,1.0,0.0,0.0,0.0,0.0
ina,0.8529411764705882,0.0,0.0,0.0,0.14705882352941177
ych,0.0,0.038461538461538464,0.9230769230769231,0.0,0.038461538461538464
übe,0.3269230769230769,0.6730769230769231,0.0,0.0,0.0
nug,0.0,0.0,1.0,0.0,0.0
san,0.1111111111111111,0.6666666666666666,0.0,0.0,0.2222222222222222
lee,0.3548387096774194,0.6451612903225806,0.0,0.0,0.0
-öl,0.75,0.25,0.0,0.0,0.0
tas,0.9,0.05,0.05,0.0,0.0
röt,0.0,1.0,0.0,0.0,0.0
egl,0.0,0.4,0.0,0.6,0.0
kot,0.034482758620689655,0.0,0.0,0.0,0.9655172413793104
dhe,1.0,0.0,0.0,0.0,0.0
arf,0.10344827586206896,0.06896551724137931,0.7586206896551724,0.034482758620689655,0.034482758620689655
gus,0.375,0.625,0.0,0.0,0.0
öhr,0.0,0.6530612244897959,0.3469387755102041,0.0,0.0
dot,0.8181818181818182,0.0,0.0,0.0,0.18181818181818182
unn,0.0,1.0,0.0,0.0,0.0
laf,0.0,1.0,0.0,0.0,0.0
lco,1.0,0.0,0.0,0.0,0.0
pid,0.5,0.0,0.0,0.5,0.0
müs,0.0,0.0,1.0,0.0,0.0
afo,1.0,0.0,0.0,0.0,0.0
nak,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0
vis,0.8461538461538461,0.0,0.07692307692307693,0.0,0.07692307692307693
rta,0.0,1.0,0.0,0.0,0.0
ban,0.9565217391304348,0.043478260869565216,0.0,0.0,0.0
dst,0.0,0.8888888888888888,0.0,0.1111111111111111,0.0
tro,0.11538461538461539,0.0,0.0,0.0,0.8846153846153846
tip,0.15625,0.0,0.0,0.0,0.84375
yph,0.0,1.0,0.0,0.0,0.0
nyt,1.0,0.0,0.0,0.0,0.0
nöf,0.0,1.0,0.0,0.0,0.0
häe,0.0,1.0,0.0,0.0,0.0
kor,0.5862068965517241,0.1724137931034483,0.13793103448275862,0.0,0.10344827586206896
orl,0.5,0.5,0.0,0.0,0.0
nad,0.0,0.5,0.25,0.25,0.0
lom,0.0,0.0,1.0,0.0,0.0
lps,1.0,0.0,0.0,0.0,0.0
ürg,0.0,1.0,0.0,0.0,0.0
elk,0.0,1.0,0.0,0.0,0.0
ggs,1.0,0.0,0.0,0.0,0.0
hyä,0.0,1.0,0.0,0.0,0.0
yän,0.0,1.0,0.0,0.0,0.0
wog,0.0,1.0,0.0,0.0,0.0
ädt,0.0,0.9705882352941176,0.029411764705882353,0.0,0.0
wäg,0.0,1.0,0.0,0.0,0.0
edy,0.9230769230769231,0.0,0.0,0.0,0.07692307692307693
epe,0.5,0.5,0.0,0.0,0.0
hav,0.0,0.9444444444444444,0.0,0.0,0.05555555555555555
lve,0.75,0.25,0.0,0.0,0.0
the,0.38235294117647056,0.5882352941176471,0.0,0.029411764705882353,0.0
wns,1.0,0.0,0.0,0.0,0.0
iki,0.5238095238095238,0.0,0.0,0.0,0.47619047619047616
hoc,1.0,0.0,0.0,0.0,0.0
nöt,0.0,0.8823529411764706,0.0,0.11764705882352941,0.0
les,0.8870967741935484,0.06451612903225806,0.04838709677419355,0.0,0.0
sar,0.045454545454545456,0.36363636363636365,0.5,0.0,0.09090909090909091
viz,0.0,1.0,0.0,0.0,0.0
lus,0.8846153846153846,0.038461538461538464,0.07692307692307693,0.0,0.0
-ll,1.0,0.0,0.0,0.0,0.0
höf,0.0,0.8571428571428571,0.14285714285714285,0.0,0.0
van,0.21428571428571427,0.07142857142857142,0.0,0.0,0.7142857142857143
fus,0.625,0.375,0.0,0.0,0.0
xys,1.0,0.0,0.0,0.0,0.0
ad,0.0,0.0,0.0,0.18181818181818182,0.8181818181818182
sso,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666
nüg,0.0,0.9444444444444444,0.05555555555555555,0.0,0.0
nuß,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0
oby,0.75,0.0,0.0,0.0,0.25
apa,0.034482758620689655,0.0,0.0,0.0,0.9655172413793104
yth,0.0,1.0,0.0,0.0,0.0
oom,0.4375,0.09375,0.0,0.0,0.46875
