,0,n,e,r,s
ben,0.8290346352247605,0.11790714812085483,0.05232129697862933,0.0,0.0007369196757553427
pie,0.009070294784580499,0.9841269841269841,0.0022675736961451248,0.0,0.0045351473922902496
atz,0.0008503401360544217,0.21456916099773243,0.7840136054421769,0.0,0.0005668934240362812
ate,0.21521175453759722,0.7705272255834054,0.0,0.0,0.014261019878997408
ühr,0.0,0.9471153846153846,0.052884615384615384,0.0,0.0
mrd,1.0,0.0,0.0,0.0,0.0
ein,0.013945119208277103,0.33063427800269907,0.6495726495726496,0.001799370220422852,0.004048582995951417
rpe,0.018867924528301886,0.9433962264150944,0.0,0.0,0.03773584905660377
äte,0.4006514657980456,0.5977198697068404,0.0016286644951140066,0.0,0.0
ase,0.016587677725118485,0.9739336492890995,0.0,0.0,0.009478672985781991
ise,0.16690042075736325,0.8243338008415148,0.0003506311360448808,0.0003506311360448808,0.008064516129032258
lde,0.3,0.6967741935483871,0.0,0.0032258064516129032,0.0
eug,0.0013137151865475565,0.2997898055701524,0.6975827640567525,0.0,0.0013137151865475565
ilm,0.0008084074373484236,0.22392886014551333,0.7744543249797898,0.0008084074373484236,0.0
ive,0.06611570247933884,0.9338842975206612,0.0,0.0,0.0
err,0.00558659217877095,0.9860335195530726,0.002793296089385475,0.00558659217877095,0.0
aße,0.007374631268436578,0.9926253687315634,0.0,0.0,0.0
ort,0.008146326467875806,0.5528742699047033,0.32093452197971106,0.05072241008300031,0.0673224715647095
are,0.44743589743589746,0.5416666666666666,0.000641025641025641,0.0,0.010256410256410256
lar,0.02857142857142857,0.32,0.6171428571428571,0.002857142857142857,0.03142857142857143
ene,0.4026884862653419,0.5908825248392753,0.0005844535359438924,0.0017533606078316774,0.004091174751607247
uge,0.06160287081339713,0.9383971291866029,0.0,0.0,0.0
tur,0.0,0.9319448518627164,0.03725432678204752,0.0,0.030800821355236138
ekt,0.0022219623435855455,0.27949947374576073,0.7169921646591042,0.0004677815460180096,0.0008186177055315168
hen,0.9840862422997947,0.011036960985626284,0.004106776180698152,0.0,0.0007700205338809035
eld,0.0021398002853067048,0.2888730385164051,0.0,0.7054208273894437,0.003566333808844508
let,0.003861003861003861,0.22972972972972974,0.003861003861003861,0.0,0.7625482625482626
nds,1.0,0.0,0.0,0.0,0.0
nii,1.0,0.0,0.0,0.0,0.0
ane,0.2946708463949843,0.6959247648902821,0.0,0.0,0.009404388714733543
rät,0.0004762660739799968,0.4189553897444039,0.5756469280838228,0.0,0.004921416097793301
inn,0.0007344840249724568,0.7499081894968784,0.24899008446566287,0.0003672420124862284,0.0
ann,0.01450381679389313,0.32748091603053436,0.03358778625954199,0.616793893129771,0.007633587786259542
mps,1.0,0.0,0.0,0.0,0.0
ame,0.0310122878876536,0.8654183733177296,0.0,0.0,0.10356933879461673
ieg,0.007614213197969543,0.4796954314720812,0.5126903553299492,0.0,0.0
uot,0.0,0.5068493150684932,0.4931506849315068,0.0,0.0
afe,0.015957446808510637,0.9627659574468085,0.0,0.0,0.02127659574468085
der,0.6609110947832476,0.30222875336762184,0.01824638746020083,0.008694587313250061,0.009919177075679648
paß,0.0,0.02247191011235955,0.9775280898876404,0.0,0.0
off,0.0045045045045045045,0.26226226226226224,0.7217217217217218,0.0,0.011511511511511512
toß,0.008695652173913044,0.3130434782608696,0.6782608695652174,0.0,0.0
ich,0.010472323145971362,0.5229749946569779,0.4565078008121393,0.007693951699081001,0.0023509296858303056
ard,0.013566739606126914,0.007439824945295405,0.000437636761487965,0.001312910284463895,0.9772428884026259
ott,0.056338028169014086,0.5727699530516432,0.14553990610328638,0.19248826291079812,0.03286384976525822
ook,0.9333333333333333,0.0,0.0,0.0,0.06666666666666667
pkw,1.0,0.0,0.0,0.0,0.0
rin,0.017761989342806393,0.9582593250444049,0.003552397868561279,0.0,0.020426287744227355
ihe,0.0053475935828877,0.9946524064171123,0.0,0.0,0.0
one,0.07287687334704672,0.9147810755215986,0.0,0.0,0.012342051131354687
ype,0.007741935483870968,0.9922580645161291,0.0,0.0,0.0
ete,0.64,0.35733333333333334,0.0,0.0013333333333333333,0.0013333333333333333
nze,0.0036231884057971015,0.9963768115942029,0.0,0.0,0.0
gel,0.2602926165362368,0.7298400816604287,0.00374276964954066,0.0,0.006124532153793808
nkt,0.0016451878256100905,0.27145599122566494,0.7268988209487249,0.0,0.0
rad,0.025477707006369428,0.18046709129511676,0.029723991507430998,0.45222929936305734,0.31210191082802546
mie,0.0,1.0,0.0,0.0,0.0
enk,0.0013054830287206266,0.17101827676240208,0.8211488250652742,0.0,0.006527415143603133
bot,0.003328894806924101,0.24167776298268975,0.6674434087882823,0.0013315579227696406,0.08621837549933423
akt,0.0034619188921859545,0.36350148367952523,0.6315529179030662,0.0004945598417408506,0.0009891196834817012
lik,0.0,0.2948717948717949,0.0,0.0,0.7051282051282052
est,0.0685823754789272,0.07662835249042145,0.10574712643678161,0.0026819923371647508,0.746360153256705
pft,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
eil,0.0010940919037199124,0.19948942377826404,0.798930221249696,0.0,0.0004862630683199611
hte,0.22643746295198577,0.7729697688203913,0.0005927682276229994,0.0,0.0
ufe,0.4645006016847172,0.5348977135980746,0.0006016847172081829,0.0,0.0
rbe,0.03462246777163904,0.965377532228361,0.0,0.0,0.0
ops,1.0,0.0,0.0,0.0,0.0
lug,0.0016835016835016834,0.04377104377104377,0.9461279461279462,0.0,0.008417508417508417
cts,1.0,0.0,0.0,0.0,0.0
nen,0.9634399667636061,0.027420024927295387,0.009140008309098464,0.0,0.0
pon,0.013333333333333334,0.0,0.22666666666666666,0.0,0.76
üße,0.6724137931034483,0.3103448275862069,0.0,0.0,0.017241379310344827
gie,0.00022011886418666079,0.99933964340744,0.0,0.0,0.00044023772837332157
fen,0.8342886920270974,0.15112037519541427,0.014069828035435123,0.0005211047420531526,0.0
ere,0.36348949919224555,0.6327409800753904,0.0,0.0,0.003769520732364028
ark,0.005076142131979695,0.2436548223350254,0.2715736040609137,0.0,0.4796954314720812
bin,0.021052631578947368,0.7157894736842105,0.2631578947368421,0.0,0.0
teß,0.0,0.0,1.0,0.0,0.0
omm,0.03333333333333333,0.9166666666666666,0.05,0.0,0.0
len,0.9866975130133024,0.006940427993059572,0.006072874493927126,0.0,0.0002891844997108155
per,0.7212885154061625,0.23109243697478993,0.022408963585434174,0.0,0.025210084033613446
vel,0.37209302325581395,0.1744186046511628,0.0,0.0,0.45348837209302323
und,0.020763187429854096,0.4783015338570894,0.4670781893004115,0.010475121586232696,0.023381967826412272
ule,0.02775290957923008,0.9713518352730528,0.0008952551477170994,0.0,0.0
ppe,0.0005309264666843643,0.9992036102999734,0.0,0.0,0.0002654632333421821
öße,0.13029661016949154,0.8697033898305084,0.0,0.0,0.0
iel,0.0016908552909680147,0.17401719036212485,0.8235874313090038,0.0,0.0007045230379033394
öme,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0
gas,0.09722222222222222,0.3194444444444444,0.5694444444444444,0.0,0.013888888888888888
war,0.0015360983102918587,0.07450076804915515,0.9170506912442397,0.0,0.0069124423963133645
lge,0.05241935483870968,0.9475806451612904,0.0,0.0,0.0
art,0.004967709885742673,0.8261301539990065,0.11276701440635867,0.00024838549428713363,0.05588673621460507
mal,0.029411764705882353,0.16588235294117648,0.7976470588235294,0.004705882352941176,0.002352941176470588
ose,0.09779735682819383,0.9022026431718062,0.0,0.0,0.0
ech,0.05555555555555555,0.3194444444444444,0.2361111111111111,0.05555555555555555,0.3333333333333333
ies,0.9571230982019364,0.042876901798063624,0.0,0.0,0.0
tum,0.00024103355187042036,0.9979271114539144,0.0,0.0010605476282298497,0.0007713073659853452
auf,0.020294266869609334,0.0669710806697108,0.9112125824454591,0.0015220700152207,0.0
tei,0.0,0.9997308934337998,0.00026910656620021526,0.0,0.0
yse,0.0,1.0,0.0,0.0,0.0
lfe,0.0728476821192053,0.9271523178807947,0.0,0.0,0.0
nte,0.19042663891779396,0.8054110301768991,0.002428026361429067,0.001040582726326743,0.000693721817551162
aum,0.0035335689045936395,0.23069156991418477,0.7642604745078243,0.0,0.001514386673397274
rag,0.0008401596303297626,0.295526149968494,0.7027935307708465,0.0,0.0008401596303297626
ail,0.011247188202949263,0.0,0.00024993751562109475,0.0,0.9885028742814297
äuf,0.0,0.3273657289002558,0.670076726342711,0.0025575447570332483,0.0
röß,0.0,0.8493150684931506,0.1506849315068493,0.0,0.0
tig,0.013477088948787063,0.7762803234501348,0.1940700808625337,0.016172506738544475,0.0
maß,0.01,0.325,0.665,0.0,0.0
aph,0.0,1.0,0.0,0.0,0.0
ure,0.24028776978417266,0.42158273381294964,0.0,0.0,0.3381294964028777
ohl,0.06896551724137931,0.5977011494252874,0.3333333333333333,0.0,0.0
nse,0.09722222222222222,0.8981481481481481,0.0,0.0,0.004629629629629629
nor,0.9,0.1,0.0,0.0,0.0
ner,0.6648772243761806,0.3160353911919674,0.015806740232627497,0.0,0.003280644199224575
zes,0.01337295690936107,0.04011887072808321,0.9465081723625557,0.0,0.0
zeß,0.0,0.16842740718382132,0.830667069121642,0.0,0.0009055236945366737
lot,0.08869179600886919,0.5055432372505543,0.015521064301552107,0.0,0.3902439024390244
ank,0.005372217958557176,0.866462010744436,0.07981580966999233,0.0,0.04834996162701458
cko,0.11904761904761904,0.8809523809523809,0.0,0.0,0.0
bse,0.07017543859649122,0.9298245614035088,0.0,0.0,0.0
til,0.005825242718446602,0.38058252427184464,0.5980582524271845,0.001941747572815534,0.013592233009708738
ahn,0.0,0.6378132118451025,0.3621867881548975,0.0,0.0
orm,0.0012004801920768306,0.9899959983993597,0.006002400960384154,0.0,0.0028011204481792717
ems,0.7105263157894737,0.23684210526315788,0.05263157894736842,0.0,0.0
kel,0.6142638036809815,0.38266871165644173,0.0023006134969325155,0.0,0.0007668711656441718
ino,0.009216589861751152,0.0,0.0,0.0,0.9907834101382489
bio,0.6,0.2,0.0,0.0,0.2
app,0.3652647975077882,0.005451713395638629,0.0,0.000778816199376947,0.6285046728971962
son,0.004933255948926291,0.9825885084155542,0.0,0.0,0.012478235635519443
bex,1.0,0.0,0.0,0.0,0.0
bar,0.012371134020618556,0.4350515463917526,0.07835051546391752,0.024742268041237112,0.44948453608247424
ied,0.0003588087549336204,0.1740222461428059,0.25870111230714027,0.5665590240401865,0.0003588087549336204
fan,0.0,0.006201550387596899,0.0,0.0,0.993798449612403
isk,0.8181818181818182,0.18181818181818182,0.0,0.0,0.0
iff,0.0015290519877675841,0.22515290519877676,0.7672018348623854,0.0,0.0061162079510703364
uss,0.9736040609137055,0.01116751269035533,0.013197969543147208,0.0,0.0020304568527918783
mas,0.24271844660194175,0.02912621359223301,0.7281553398058253,0.0,0.0
ces,0.9936170212765958,0.0,0.0,0.0,0.006382978723404255
hop,0.08205128205128205,0.0,0.0,0.0,0.9179487179487179
uer,0.43167551907291163,0.5451472718493482,0.004828585224529213,0.0,0.01834862385321101
nto,0.02312925170068027,0.9360544217687075,0.0,0.0,0.04081632653061224
eed,0.012048192771084338,0.0,0.0,0.07228915662650602,0.9156626506024096
nie,0.026997041420118342,0.9685650887573964,0.0,0.0,0.004437869822485207
top,0.05084745762711865,0.0,0.00847457627118644,0.0,0.940677966101695
ang,0.005979760809567618,0.24425022999080037,0.734590616375345,0.0,0.01517939282428703
rkt,0.0026997840172786176,0.4659827213822894,0.5296976241900648,0.0,0.0016198704103671706
kte,0.638150289017341,0.35722543352601155,0.004624277456647399,0.0,0.0
ren,0.962838968865082,0.022430532306662202,0.013726146635420154,0.0,0.001004352192835621
äft,0.0,0.3726618705035971,0.6179856115107913,0.0,0.00935251798561151
uße,0.0,1.0,0.0,0.0,0.0
tar,0.024793388429752067,0.19090909090909092,0.5355371900826447,0.0,0.2487603305785124
nal,0.0064571674558760225,0.20921222557038313,0.7287989668532071,0.0017219113215669393,0.05380972879896685
our,0.018475750577367205,0.9099307159353349,0.07159353348729793,0.0,0.0
ill,0.008368200836820083,0.49372384937238495,0.08368200836820083,0.0,0.41422594142259417
zug,0.006872852233676976,0.15234822451317298,0.8407789232531501,0.0,0.0
axi,0.0,0.0,0.0,0.0,1.0
eca,1.0,0.0,0.0,0.0,0.0
mio,1.0,0.0,0.0,0.0,0.0
rum,0.008393285371702638,0.9496402877697842,0.0,0.0,0.04196642685851319
rzt,0.01358695652173913,0.296195652173913,0.6902173913043478,0.0,0.0
ack,0.01680672268907563,0.234093637454982,0.07322929171668667,0.009603841536614645,0.6662665066026411
how,0.2807017543859649,0.0,0.0,0.0,0.7192982456140351
hne,0.259765625,0.73828125,0.001953125,0.0,0.0
lon,0.02631578947368421,0.5526315789473685,0.013157894736842105,0.0,0.40789473684210525
pfe,0.5675675675675675,0.43243243243243246,0.0,0.0,0.0
ine,0.19089642359498374,0.7561542034370645,0.0,0.0,0.05294937296795169
ett,0.0024875621890547263,0.8258706467661692,0.14676616915422885,0.008706467661691543,0.01616915422885572
oto,0.00881488736532811,0.0,0.0,0.0,0.9911851126346719
ior,0.10891089108910891,0.8712871287128713,0.0,0.0,0.019801980198019802
urs,0.023014959723820484,0.2094361334867664,0.766398158803222,0.0,0.0011507479861910242
ätt,0.0,0.9014084507042254,0.09154929577464789,0.007042253521126761,0.0
sum,0.02564102564102564,0.9487179487179487,0.0,0.0,0.02564102564102564
ift,0.0,0.9365942028985508,0.059178743961352656,0.0,0.004227053140096618
aus,0.028606965174129355,0.26741293532338306,0.06716417910447761,0.6355721393034826,0.0012437810945273632
eig,0.0021810250817884407,0.7709923664122137,0.2257360959651036,0.0010905125408942203,0.0
sor,0.005805515239477504,0.9840348330914369,0.005805515239477504,0.0,0.0043541364296081275
ell,0.005162030398623459,0.5273874390593634,0.4577000286779467,0.004875250932033267,0.004875250932033267
ron,0.09655172413793103,0.7103448275862069,0.020689655172413793,0.0,0.1724137931034483
ige,0.31209899175068745,0.6814848762603116,0.0009165902841429881,0.00229147571035747,0.0032080659945004585
deo,0.0012760527435133986,0.0,0.0,0.0,0.9987239472564866
end,0.00772626931567329,0.27240618101545255,0.35960264900662253,0.0717439293598234,0.28852097130242826
aar,0.013398294762484775,0.21559074299634592,0.7697929354445798,0.0,0.001218026796589525
oin,0.02072538860103627,0.0,0.0,0.0,0.9792746113989638
ele,0.3003992015968064,0.6996007984031936,0.0,0.0,0.0
ome,0.3618421052631579,0.5921052631578947,0.0,0.0,0.046052631578947366
weg,0.011088011088011088,0.1496881496881497,0.8392238392238393,0.0,0.0
amm,0.0028585040495474035,0.2563125297760839,0.7365412101000477,0.0,0.004287756074321105
änd,0.0,0.2575,0.49625,0.24625,0.0
ale,0.2615535889872173,0.7364798426745329,0.0,0.0,0.0019665683382497543
ngs,1.0,0.0,0.0,0.0,0.0
iss,0.03690036900369004,0.6863468634686347,0.2730627306273063,0.0,0.0036900369003690036
ema,0.003630496167809601,0.9959661153691004,0.0,0.0,0.0004033884630899556
cca,1.0,0.0,0.0,0.0,0.0
äng,0.0,0.5228645383951682,0.4685073339085418,0.005176876617773943,0.003451251078515962
sen,0.9463487332339792,0.01987083954297069,0.030799801291604572,0.0004967709885742673,0.0024838549428713363
ess,0.45103092783505155,0.4845360824742268,0.05670103092783505,0.005154639175257732,0.002577319587628866
ild,0.006436233611442193,0.2166865315852205,0.0100119189511323,0.7563766388557807,0.010488676996424315
ond,0.049586776859504134,0.09917355371900827,0.04132231404958678,0.19008264462809918,0.6198347107438017
läd,0.0,1.0,0.0,0.0,0.0
tat,0.0036968576709796672,0.6848428835489834,0.3031423290203327,0.0,0.00831792975970425
üse,0.5609756097560976,0.43902439024390244,0.0,0.0,0.0
hd,1.0,0.0,0.0,0.0,0.0
yle,0.7182320441988951,0.06077348066298342,0.0055248618784530384,0.0,0.2154696132596685
lip,0.0,0.0,0.0,0.0,1.0
ipe,0.12244897959183673,0.7142857142857143,0.0,0.0,0.16326530612244897
ope,0.05592105263157895,0.9210526315789473,0.0,0.0,0.023026315789473683
ade,0.11015736766809728,0.8698140200286123,0.0,0.0,0.020028612303290415
ant,0.007101792357118702,0.6993574568819749,0.039905309435238415,0.002029083530605343,0.2516063577950626
iet,0.0035629453681710215,0.5498812351543944,0.43705463182897863,0.00831353919239905,0.0011876484560570072
elt,0.011214953271028037,0.7775700934579439,0.12897196261682242,0.06728971962616823,0.014953271028037384
rce,0.0026595744680851063,0.9964539007092199,0.0,0.0,0.0008865248226950354
pur,0.005361930294906166,0.9946380697050938,0.0,0.0,0.0
dee,0.0018608113137327876,0.9981391886862672,0.0,0.0,0.0
mög,0.0,1.0,0.0,0.0,0.0
ürz,0.0,0.35,0.65,0.0,0.0
leg,0.03638644918444166,0.5169385194479298,0.4454203262233375,0.0,0.0012547051442910915
kin,0.0,0.08333333333333333,0.0,0.0,0.9166666666666666
ief,0.0,0.14285714285714285,0.5668202764976958,0.0,0.2903225806451613
eie,0.00881488736532811,0.9911851126346719,0.0,0.0,0.0
erv,0.006349206349206349,0.946031746031746,0.0,0.047619047619047616,0.0
ins,0.391304347826087,0.6066252587991718,0.002070393374741201,0.0,0.0
nst,0.04832509610104338,0.26112026359143325,0.6889071938495333,0.0008237232289950577,0.0008237232289950577
nit,0.6716417910447762,0.07462686567164178,0.014925373134328358,0.0,0.23880597014925373
all,0.006434630008774495,0.6387832699619772,0.33664814273179294,0.0,0.018133957297455396
hee,0.05263157894736842,0.23684210526315788,0.0,0.0,0.7105263157894737
ono,0.011299435028248588,0.01694915254237288,0.0,0.0,0.9717514124293786
tis,0.5533980582524272,0.13592233009708737,0.3106796116504854,0.0,0.0
unk,0.2413793103448276,0.13793103448275862,0.10344827586206896,0.0,0.5172413793103449
oka,0.0,1.0,0.0,0.0,0.0
tok,0.11363636363636363,0.8863636363636364,0.0,0.0,0.0
sit,0.0,0.01982079826228618,0.6524572359489547,0.0,0.3277219657887592
tür,0.038876889848812095,0.9524838012958964,0.008639308855291577,0.0,0.0
ahm,0.003780718336483932,0.994328922495274,0.001890359168241966,0.0,0.0
tan,0.043209876543209874,0.6851851851851852,0.2222222222222222,0.0,0.04938271604938271
hex,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0
lbe,0.03757225433526012,0.9624277456647399,0.0,0.0,0.0
ind,0.00343811394891945,0.2600687622789784,0.05525540275049116,0.6805009823182712,0.0007367387033398821
dys,1.0,0.0,0.0,0.0,0.0
olk,0.025,0.4625,0.0,0.5125,0.0
dll,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
hit,0.025,0.025,0.05,0.0,0.9
ruf,0.005625879043600563,0.1617440225035162,0.8326300984528833,0.0,0.0
den,0.7351337958374629,0.2591674925668979,0.003468780971258672,0.0009910802775024777,0.001238850346878097
del,0.1,0.7303571428571428,0.01607142857142857,0.0,0.15357142857142858
din,0.0842911877394636,0.8888888888888888,0.022988505747126436,0.0,0.0038314176245210726
nik,0.0030165912518853697,0.9939668174962293,0.0,0.0030165912518853697,0.0
eur,0.006324110671936759,0.25375494071146243,0.7351778656126482,0.0,0.0047430830039525695
nes,0.916058394160584,0.0072992700729927005,0.07664233576642336,0.0,0.0
gns,1.0,0.0,0.0,0.0,0.0
pen,0.9805825242718447,0.003236245954692557,0.012944983818770227,0.0,0.003236245954692557
loh,0.0,0.19230769230769232,0.8076923076923077,0.0,0.0
hse,0.5121107266435986,0.48788927335640137,0.0,0.0,0.0
uhn,0.0,0.9,0.0,0.1,0.0
mol,0.0,1.0,0.0,0.0,0.0
äch,0.0007173601147776184,0.27259684361549497,0.7216642754662841,0.00430416068866571,0.0007173601147776184
nne,0.04946727549467275,0.9497716894977168,0.0,0.00076103500761035,0.0
nke,0.1178343949044586,0.8805732484076433,0.0007961783439490446,0.0,0.0007961783439490446
vin,0.8125,0.125,0.0,0.0,0.0625
ske,0.02242152466367713,0.9775784753363229,0.0,0.0,0.0
dis,0.9473684210526315,0.017543859649122806,0.03508771929824561,0.0,0.0
ühl,0.002109704641350211,0.2109704641350211,0.7869198312236287,0.0,0.0
ink,0.0015455950540958269,0.02627511591962906,0.04327666151468315,0.0,0.9289026275115919
hlg,0.0,0.25,0.75,0.0,0.0
hde,0.9787234042553191,0.02127659574468085,0.0,0.0,0.0
ami,0.02531645569620253,0.06329113924050633,0.0,0.0,0.9113924050632911
axy,1.0,0.0,0.0,0.0,0.0
ick,0.003478933127174333,0.06803247004252029,0.5110166215693854,0.0,0.41747197526092
ebe,0.07840616966580977,0.9190231362467867,0.0,0.0,0.002570694087403599
bub,0.0,1.0,0.0,0.0,0.0
uma,0.024,0.968,0.0,0.0,0.008
wie,0.8666666666666667,0.13333333333333333,0.0,0.0,0.0
hin,0.006944444444444444,0.8912037037037037,0.09953703703703703,0.0,0.0023148148148148147
ört,0.0,0.7777777777777778,0.0,0.16666666666666666,0.05555555555555555
ode,0.0033285782215882074,0.9457917261055635,0.0,0.0,0.050879695672848314
hle,0.12687427912341406,0.8731257208765859,0.0,0.0,0.0
oot,0.047619047619047616,0.3076923076923077,0.5860805860805861,0.007326007326007326,0.05128205128205128
net,0.0948905109489051,0.4306569343065693,0.17153284671532848,0.0036496350364963502,0.29927007299270075
urf,0.0,0.06179775280898876,0.9382022471910112,0.0,0.0
rfe,0.6388888888888888,0.3611111111111111,0.0,0.0,0.0
ien,0.8922967189728959,0.0877318116975749,0.008559201141226819,0.0,0.011412268188302425
aue,0.11235955056179775,0.8876404494382022,0.0,0.0,0.0
ton,0.006550218340611353,0.17685589519650655,0.38209606986899564,0.002183406113537118,0.43231441048034935
nce,0.05914870093974572,0.9203980099502488,0.0,0.0,0.02045328911000553
ege,0.07581875280394795,0.924181247196052,0.0,0.0,0.0
eme,0.10738255033557047,0.835091083413231,0.0019175455417066154,0.0,0.05560882070949185
ols,0.997275204359673,0.0,0.0,0.0,0.0027247956403269754
enü,0.015151515151515152,0.0,0.0,0.0,0.9848484848484849
köd,0.0,0.0,0.0,1.0,0.0
imm,0.0,0.6285714285714286,0.2571428571428571,0.05714285714285714,0.05714285714285714
üst,0.0,0.5957446808510638,0.3829787234042553,0.02127659574468085,0.0
wes,0.058823529411764705,0.9411764705882353,0.0,0.0,0.0
ume,0.31210191082802546,0.6539278131634819,0.0,0.0,0.03397027600849257
ese,0.060941828254847646,0.9321329639889196,0.0,0.0,0.006925207756232687
ept,0.002987303958177745,0.17251680358476476,0.8244958924570575,0.0,0.0
iko,0.000700770847932726,0.9985984583041345,0.0,0.0,0.000700770847932726
tze,0.5704109589041096,0.42904109589041095,0.0,0.0,0.000547945205479452
ibe,0.012084592145015106,0.9607250755287009,0.0,0.0,0.027190332326283987
oxx,1.0,0.0,0.0,0.0,0.0
box,0.4259927797833935,0.5595667870036101,0.0,0.007220216606498195,0.007220216606498195
ste,0.5571955719557196,0.44206642066420665,0.0007380073800738007,0.0,0.0
ilz,0.07692307692307693,0.3076923076923077,0.6153846153846154,0.0,0.0
nüs,0.26605504587155965,0.0,0.7339449541284404,0.0,0.0
zit,0.0,0.14814814814814814,0.8333333333333334,0.0,0.018518518518518517
ean,0.03205128205128205,0.01282051282051282,0.0,0.0,0.9551282051282052
obe,0.012422360248447204,0.9813664596273292,0.0,0.0,0.006211180124223602
eet,0.05045871559633028,0.04128440366972477,0.10091743119266056,0.0,0.8073394495412844
int,0.12162162162162163,0.04864864864864865,0.02972972972972973,0.0,0.8
fie,0.014598540145985401,0.8175182481751825,0.0,0.0,0.1678832116788321
alz,0.008547008547008548,0.8717948717948718,0.11965811965811966,0.0,0.0
rma,0.0,1.0,0.0,0.0,0.0
ole,0.24161073825503357,0.7583892617449665,0.0,0.0,0.0
ist,0.008181246066708621,0.8407803650094399,0.08307111390811832,0.022655758338577723,0.045311516677155446
ffe,0.19138276553106212,0.8086172344689379,0.0,0.0,0.0
zon,0.003861003861003861,0.918918918918919,0.05019305019305019,0.0,0.02702702702702703
hip,0.04716981132075472,0.0,0.0,0.0,0.9528301886792453
uen,0.9775280898876404,0.011235955056179775,0.011235955056179775,0.0,0.0
fel,0.6032285471537808,0.3933729821580289,0.0,0.0,0.0033984706881903144
etz,0.000970873786407767,0.4184466019417476,0.5766990291262136,0.0,0.003883495145631068
üro,0.002109704641350211,0.0,0.0,0.0,0.9978902953586498
urc,0.0,1.0,0.0,0.0,0.0
ral,0.05042016806722689,0.3865546218487395,0.5462184873949579,0.0,0.01680672268907563
erz,0.0011947431302270011,0.982078853046595,0.016726403823178016,0.0,0.0
rse,0.18903318903318903,0.810966810966811,0.0,0.0,0.0
oge,0.10074626865671642,0.8992537313432836,0.0,0.0,0.0
mid,0.09523809523809523,0.0,0.9047619047619048,0.0,0.0
erd,0.0,0.3076923076923077,0.5961538461538461,0.014423076923076924,0.08173076923076923
pis,1.0,0.0,0.0,0.0,0.0
ide,0.29086538461538464,0.6658653846153846,0.0,0.002403846153846154,0.040865384615384616
eut,0.013245033112582781,0.7483443708609272,0.23841059602649006,0.0,0.0
min,0.010914051841746248,0.22237380627557982,0.7121418826739427,0.0,0.054570259208731244
lie,0.0005431830526887561,0.9983704508419338,0.0,0.0,0.0010863661053775121
mpf,0.0,0.3447098976109215,0.6518771331058021,0.0034129692832764505,0.0
ofi,0.008928571428571428,0.0,0.0,0.0,0.9910714285714286
yst,0.01809954751131222,0.9592760180995475,0.013574660633484163,0.0,0.00904977375565611
med,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0
rre,0.06493506493506493,0.935064935064935,0.0,0.0,0.0
ong,0.0,0.0,0.006369426751592357,0.0,0.9936305732484076
mma,0.0,0.9795918367346939,0.0,0.0,0.02040816326530612
dut,0.0,1.0,0.0,0.0,0.0
gur,0.002457002457002457,0.9926289926289926,0.004914004914004914,0.0,0.0
kum,0.125,0.625,0.0,0.0,0.25
log,0.030985915492957747,0.6028169014084507,0.21971830985915494,0.0,0.14647887323943662
luß,0.0,0.20278637770897834,0.7972136222910217,0.0,0.0
lub,0.012903225806451613,0.0,0.0,0.0,0.9870967741935484
äne,0.5232974910394266,0.4767025089605735,0.0,0.0,0.0
irt,0.2425,0.09,0.2175,0.0,0.45
rds,0.9973045822102425,0.0,0.0,0.0,0.0026954177897574125
car,0.0967741935483871,0.0,0.24193548387096775,0.0,0.6612903225806451
ipp,0.0022271714922048997,0.01002227171492205,0.0,0.0,0.987750556792873
fot,0.0,0.8148148148148148,0.18518518518518517,0.0,0.0
ach,0.01486988847583643,0.3903345724907063,0.29739776951672864,0.18587360594795538,0.11152416356877323
0er,0.42105263157894735,0.5789473684210527,0.0,0.0,0.0
bel,0.6143958868894601,0.3161953727506427,0.000856898029134533,0.000856898029134533,0.0676949443016281
rle,0.01834862385321101,0.981651376146789,0.0,0.0,0.0
nts,0.990990990990991,0.0,0.0,0.0,0.009009009009009009
gil,0.19101123595505617,0.033707865168539325,0.7415730337078652,0.033707865168539325,0.0
lag,0.000561324726354196,0.6404715127701375,0.3570025259612686,0.000561324726354196,0.0014033118158854898
ück,0.003131524008350731,0.32150313152400833,0.6691022964509394,0.0,0.006263048016701462
